name,review_title,review,date
PrabhuWanderer,Awesome view with top service,"Visited the Hilton Colombo on an official trip.  From the time I entered the hotel, the service was top class with the staff being efficient and quick.  The room had a breath-taking view of the Indian ocean… The room was spacious and well maintained… There was a strawberry festival going on there and the hotel gave a nice surprise of strawberries and chocolate… A real treat… Tried the food as well in the hotel and it was really yummy…. The hotel is also well situated in the city and has some nice restaurants and walking places around… Overall enjoyed my stay there and look forward to going there again SOON….",Date of stay: September 2018
Yasmina R,short business trip,"Overall this hotel outside of rooms is nice and well maintained, however the rooms are so outdated and not really clean. The room I was in was located on the street side and it was really noisy during the night. It was the first time I was in Colombo and can't compare to other hotel there. The staff has confirmed that there will be work to upgrade the rooms which I think its time, they should also change the windows to have them against noise. The personnel was friendly and helpful.",Date of stay: October 2018
CharmaineSuri,,,
Expectans_expectavi,Restful visit,"I was surprised how relaxing this 31 year old Hilton was. After a tentative start with the concierge not answering emails about expensive  transfers and trips to tea areas, it did improve. Always being sincerely greeted by management and staff.  With flowers on all floors, welcoming exec club lounge always willing to prepare Ceylon tea and Graze curries for breakfast, what more could I wish?  Interesting, if subtle views from comfortable room. Central location for Galle Face and Grand Oriental Hotels. Beware touts outside.",Date of stay: September 2018
Gaurava_Mishra,Good experience,"This hotels seems to be a little older as compared to some other hotels in Colombo, but it is a nice experience overall. Food is good, a bit expensive as compared to Shangri la. People here are not as good in spoken English, as compared to the Shangri La, and the rooms are good but not as contemporary as compared to the, well, Shangri la. But it still is a good place to stay in. The restaurant Graze kitchen, needs better staff. I had a lot of tough time with them just getting some basic stuff. The people at the reception are tough to get from the rooms phone, that’s one area that the hotel needs to work on. The shops in the hotel should be checked out once as they seem to be fairly priced.",Date of stay: November 2018
Safari06314720600,Nice hotel and friendly staff.,The hotel is very nice and stylish. Staff is attentive. Food at the restaurants is tasty and fresh. There is a take away restaurant which is nice if you don't want a formal sit down meal. Rooms are spacious and well appointed. Location is great as restaurants are walkable.,
jetsetter1960,Fabulous stay,"Booked an executive floor room with a fantastic view of the ocean, lake and surrounds. Spacious room with all amenities, bath robe, slippers, ironing board, mini bar, safe,  and good quality toiletries. Very comfortable bed and good quality linen. Cleanliness - spot on and extremely good service from check in to check out. Can’t fault in any way.   Fabulous breakfast buffet with such a great choice of food from various cuisines. Was entitled to the Executive floor lounge at any time with complimentary food/drinks through the day and the ability to bring in one guest which was much appreciated with family and friends visiting.   Convenient location to everything. Would not hesitate to recommend.",Date of stay: September 2018
Diganta Chakraborty,,,
Martin R,Great staff,"It's the people that mainly make a hotel, in my opinion, and the staff at this Hilton are all first class. Friendly, smiling, and helpful. The main restaurant buffet is excellent, the Curry Leaf offers more local cuisine and is also good. The exec lounge is spacious and offers good high class canapes in the evening. The gym is good, if a bit small, but the pool is a very good size.   Overall a very good hotel.",Date of stay: October 2018
Shakeel O,Bring your own towels!,"I arrived at the Hilton Colombo at nearly 3 am. After long airport waits and delayed flights, I wanted to freshen up. Get to room - which was nice and spacious - but in bathroom - no towels! Had to call for them. Next afternoon - same issue: No towels. 3rd evening, no hand towels. Even after calling and complaining at the Hilton Honors desk, it took 3 hours for the hand towels to reach my room. It seems that this hotel does not have enough towels available!  Service in the bar lounge area is poor - even though there are enough waitrons around!  Saving grace for this hotel is the Graze Kitchen restaurant. Wonderful food, large variety and good service - especially from 2 trainees - Michaelia and Nopumi and staff Prashila.",Date of stay: October 2018
