name,review_title,review,date
Lakshan S,Best Hotel....,I stayed at Movenpick with my friends for 6 nights. One of the best Hotel I ever stayed. Clean rooms. Tasty foods. Mainly the service was outsatnding. Dulaj was always there when needed. Professional attitudes and friendly service. Highly recommend this hotel. Thank you Dulaj. Will meet again.,Date of stay: August 2018
Simon C,Lovely modern hotel,"I do like this modern hotel, the room are excellently apportioned, the bathrooms are very smart and modern, the bath is a real feature – but they really should have slatted blinds rather than a roller blind, after all what the point of sitting in a lovely bath overlooking the ocean, if you have to have the blinds down which block out the view.   Everything feels fresh and clean. Breakfast is good, and as you would expect for a very international Swiss chain, they have a good choice of international food.    This is an international hotel, far more than other Colombo hotels, when we were there, the cricket teams from South Africa and Sri Lanka were staying so many of the better rooms were reserved. Nevertheless, despite some teething problems when I checked in, this is a good",Date of stay: August 2018
Andreas Fjeldstad,,,
MerchantGeneva,Western island in Colombo,"If you are in need of a break from strenuous travelling, the heat, the buzz of the town or the surroundings then this is the place to go. International standard in the middle of Colombo with great views from the rooftop, fantastic breakfast buffet, modern rooms with appealing design, Gym, roof-top pool and everything else you might need to make you feel as if you were in Zürich, Madrid, or Frankfurt.  The only let-down was the Gin Tonic on the roof-top bar. Hendricks mixed with a disappointing tonic and the end result really needs improvement.  Other than that we thoroughly enjoyed our stay.",Date of stay: August 2018
Vacationjudge,"Friendly staff, de-luxe clean rooms and great breakfast buffet","We stayed at this hotel at the end of our Sri Lanka trip before going to the airport to go home. The check-in procedure was welcoming and quick and it was no problem to use our room before the official check-in time. We were given an upgrade to a junior suite at the 20th floor with great views at the sea. The room was large,  spotlessly clean with a nice design.All facilities were functioning well. Most importantly, the mattress of the king size bed was one of the best I ever experienced. Also the extra beds for our two children were of very good quality (which is often really not the case). The breakfast buffet was large and of high quality.  Our only problem was that we did have enough time to enjoy all.  The hotel is close to all kind of shops and restaurants and the journey",Date of stay: August 2018
AlirezaSG,,,
BJB,"Second Truly Lovely Stay, Zero Disappointments","Recently had my second totally lovely stay at the Movenpick. They say that space is the ultimate luxury and the rooms are immense. The views on either side of the hotel are incredible. And the personnel are lovely. A few of the plusses: Cleanliness is industry-leading. The room are immense and so very nicely appointed. The included breakfast is fabulous with a vast choice of Eastern and Western. My rate included the Executive Lounge which is very comfortable and has great nibbles and drinks in the evenings. The location is excellent, sort of mid-town but convenient to everything and in a very pleasant, walkable neighborhood. Really, honestly based on my experience, I don't see how you can possibly go wrong.",Date of stay: April 2018
Cordeliamk,"Great hotel, Amazing Staff","What a great hotel in Colombo. We only stayed there for one night, but this was probably the best night we had in Colombo. We stayed in one of their suites. Dulaj was the first person to meet us when we arrived and he was more than helpful through out our stay. He made us feel very welcome and special since he went out of his way to make us feel comfortable! The room was amazing and very clean. They have several resturants and a rooftop bar with a nice swimming pool. They also have a massage salon inside the hotel, where we had an amazing foot massage! I recommend this place, and i will definitaly stay here when i come back to Colombo. Thank you Dulaj for everything you did for us! :)",Date of stay: July 2018
sotirescu2018,Best hotel in Colombo,"With very comfortable rooms and a reasonable price, I was extremely pleased with my stay at Movenpick. The restaurants were top-notch, especially the Robata Grill. There are cuisine options for everyone. The bathrooms in the rooms are very clean, and they were modern. The best aspect of this hotel by far was the rooftop. The infinity pool overlooking colombo was the best pool I have ever visited, and the rooftop bar served excellent food. Free WiFi, good TV channels, friendly staff, this hotel is great. 100% recommend for a stay in Colombo.",Date of stay: July 2018
Josep Maria P,Nice Hotel and amazing rooftop,"We enjoyed a lot this amazing terrace bar and specially its fantastic service! Specially Kapila, a very kind guy! Nice cocktail and really good atmosphere with incredible seesights of Colombo. Next time we'll come back yo this hotel.",Date of stay: August 2018
Turbo T,I loved and enjoyed my stay at movenpick hotel.,Movenpick is the best hotel in Colombo.tastey food good service and helpful staff. Specially I would like to mention reception staff shefli and azmi was pretty and helpful. I hope to come back. Thank you movenpick.,Date of stay: August 2018
levijaya,"Smart, efficient and very comfortable","We booked two rooms with city views via booking.com where I requested rooms close to one another, and they were. 3rd bed for youngest child already set up upon arrival which is rare, but much appreciated. rooms were large with supremely comfortable beds and pillows, excellent lighting (with strong reading lights by the beds), good bathroom lighting. Showers were very strong, as was the a/c which was adjustable. The rooms were spotless and had all of the usual amenities, sufficient hangers, long bathrobes etc. Complimentary birthday cake and chocolates supplied for a birthday child (thank you) and a cake I had ordered ahead of time was done to perfection. Front desk and guest service staff were friendly and efficient and very helpful when our flight was delayed and we tried to",Date of stay: August 2018
