user,review_title,review,date,translated,entities,sentiment,sentiment magnitude
DPKW007,Buffett Dinner,"We only visited to have a dinner with family. Ample WOW factor, variety, choice and taste was super!. Great to see authentic Sri Lankan dishes up there with fine dinning international cuisine. Staff was friendly and attentive. Expensive but overall we had a good expericne.",Date of stay: June 2017,"We only visited to have a dinner with family. Ample WOW factor, variety, choice and taste was super!. Great to see authentic Sri Lankan dishes up there with fine dinning international cuisine. Staff was friendly and attentive. Expensive but overall we had a good expericne.","{'name': ['dinner', 'family', 'factor', 'variety', 'choice', 'taste', 'dishes', 'Sri Lankan', 'expericne', 'Staff', 'cuisine'], 'type': ['OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'PERSON', 'OTHER']}",0.6,3.2
Quest552257,Dinner,"Had dinner at the buffet last night and I have to say that the overall experience was quite average. Service was poor and the staff seemed tired and disengaged with the diners. Food spread - tremendous variety and choice, but I was not impressed  with the quality (a measure or comparison against others serving the same or similar cuisine) and also the overall flavor of what was on display. Have had better experiences at the same buffet.",Date of stay: September 2017,"Had dinner at the buffet last night and I have to say that the overall experience was quite average. Service was poor and the staff seemed tired and disengaged with the diners. Food spread - tremendous variety and choice, but I was not impressed  with the quality (a measure or comparison against others serving the same or similar cuisine) and also the overall flavor of what was on display. Have had better experiences at the same buffet.","{'name': ['buffet', 'dinner', 'experience', 'average', 'Service', 'staff', 'diners', 'variety', 'Food spread', 'choice', 'quality', 'measure', 'flavor', 'display', 'experiences', 'buffet', 'comparison', 'others', 'cuisine'], 'type': ['OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER']}",-0.6,2.5
TheKidsMum2014,Nice place to recover after your flight,"We checked into this hotel after our flight and enjoyed the clean and comfortable rooms. The food was ok - buffet style - although no 'wow' factor. We really liked the bar around the pool and ordered pizza there (which was delicious.) Sadly, the service at the bar was awful. We waited 35 minutes for our drinks and it was not busy! We ordered a second round (which was brave,) but they never arrived, so we left. This hotel used to have a beachfront but unfortunately it is now the victim of a government scheme to develop land into the sea and build. There are no real views bar cranes and views of the port.. This is a good place to stay for one night as you recover from a flight and embark on travels to other parts of Sri Lanka!",Date of stay: August 2017,"We checked into this hotel after our flight and enjoyed the clean and comfortable rooms. The food was ok - buffet style - although no 'wow' factor. We really liked the bar around the pool and ordered pizza there (which was delicious.) Sadly, the service at the bar was awful. We waited 35 minutes for our drinks and it was not busy! We ordered a second round (which was brave,) but they never arrived, so we left. This hotel used to have a beachfront but unfortunately it is now the victim of a government scheme to develop land into the sea and build. There are no real views bar cranes and views of the port.. This is a good place to stay for one night as you recover from a flight and embark on travels to other parts of Sri Lanka!","{'name': ['bar', 'style', 'hotel', 'flight', 'rooms', 'pool', 'place', 'round', 'factor', 'service', 'hotel', 'drinks', 'pizza', 'beachfront', 'views', 'views', 'port', 'cranes', 'flight', 'parts', 'travels', 'victim', 'sea', 'land', 'government scheme', 'Sri Lanka', 'one', '35'], 'type': ['LOCATION', 'OTHER', 'LOCATION', 'EVENT', 'LOCATION', 'LOCATION', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'LOCATION', 'CONSUMER_GOOD', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'PERSON', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'NUMBER', 'NUMBER']}",-0.1,7.0
Rasha E,Fabulous hotel,"Its a royal hotel; we stayed for one night but we wish we would stay longer. Everything about the hotel was luxurious.   Luxury rooms, soo clean, stylish and comfortable. Great breakfast. Best service, very friendly and helpfull staff and receptioinst. Its my pleasure to visit ""Srilanka"", everything about this country is stunning. Its really heaven on earth. And its my pleasure to visit kingsbury hotel, this royal hotel, everything is exceptional. Hope to visit soon as possible.",Date of stay: October 2016,"Its a royal hotel; we stayed for one night but we wish we would stay longer. Everything about the hotel was luxurious.   Luxury rooms, soo clean, stylish and comfortable. Great breakfast. Best service, very friendly and helpfull staff and receptioinst. Its my pleasure to visit ""Srilanka"", everything about this country is stunning. Its really heaven on earth. And its my pleasure to visit kingsbury hotel, this royal hotel, everything is exceptional. Hope to visit soon as possible.","{'name': ['hotel', 'pleasure', 'everything', 'Everything', 'everything', 'hotel', 'hotel', 'hotel', 'breakfast', 'service', 'staff', 'receptioinst', 'Luxury rooms', 'Srilanka', 'kingsbury', 'country', 'heaven', 'earth', 'one'], 'type': ['LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'LOCATION', 'LOCATION', 'PERSON', 'LOCATION', 'OTHER', 'LOCATION', 'NUMBER']}",0.8,7.7
Travellerfr0mH0lland,Mixed feelings ...,"One of the biggest disadvantages of deciding in favour of  a big hotel is that often it's rather impersonal. The Kingsbury is no exception in this respect. Check in as well as check out process rather slow, as tons of other things are going on at the reception desk and no one seems to care you're waiting there forever. There's no way you can find yourself a seat, as hall always seems to be occupied by wedding guests (we saw at least 5 wedding parties during our one night stay!). Suggestion: make a separate entrance for wedding parties  Room was small, but clean and bed was comfortable. However, the music coming from the outdoor pool area was loud and we had to request for another room (which was no problem). Apparently the music is allowed from late in the afternoon till 10 pm.",Date of stay: August 2017,"One of the biggest disadvantages of deciding in favour of  a big hotel is that often it's rather impersonal. The Kingsbury is no exception in this respect. Check in as well as check out process rather slow, as tons of other things are going on at the reception desk and no one seems to care you're waiting there forever. There's no way you can find yourself a seat, as hall always seems to be occupied by wedding guests (we saw at least 5 wedding parties during our one night stay!). Suggestion: make a separate entrance for wedding parties  Room was small, but clean and bed was comfortable. However, the music coming from the outdoor pool area was loud and we had to request for another room (which was no problem). Apparently the music is allowed from late in the afternoon till 10 pm.","{'name': ['disadvantages', 'favour', 'hotel', 'exception', 'room', 'seat', 'respect', 'tons', 'process', 'way', 'Kingsbury', 'wedding parties', 'hall', 'no one', 'reception desk', 'things', 'wedding guests', 'music', 'pool area', 'music', 'problem', 'wedding parties', 'entrance', 'bed', 'Suggestion', 'Room', 'one', 'one', '5', '10', 'One'], 'type': ['OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'PERSON', 'WORK_OF_ART', 'LOCATION', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER']}",-0.3,3.9
ssjcreations,Great Place :)!,We had been to this nice place several times for dining. Wow factor for the really nice & long  buffet !! Simply amazing! Large collection of various food were at buffet !!. Hotel staff services were excellent too. There was nice lobby place  & eye catching swimming pool too. We had a great time! Thanks again!!,Date of stay: August 2017,We had been to this nice place several times for dining. Wow factor for the really nice & long  buffet !! Simply amazing! Large collection of various food were at buffet !!. Hotel staff services were excellent too. There was nice lobby place  & eye catching swimming pool too. We had a great time! Thanks again!!,"{'name': ['place', 'times', 'dining', 'factor', 'buffet', 'buffet', 'food', 'eye', 'swimming pool', 'Thanks', 'collection', 'Hotel staff services', 'lobby place'], 'type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER']}",0.9,7.5
Nellylondon5,Honey Beach Club......excellent,Went to Honey Beach Club for a chillax and that is exactly what we got.   A good collection of cocktails and food to die for! You must try the crab with ros paan!!!! Brilliant... Service was quick and the guy was very polite.   I would have given 5* if the place was open beyond mid night.....we had to move elsewhere to continue our chat....please do consider opening till late....some of us can really chat until the morning.... !!!,Date of stay: August 2017,Went to Honey Beach Club for a chillax and that is exactly what we got.   A good collection of cocktails and food to die for! You must try the crab with ros paan!!!! Brilliant... Service was quick and the guy was very polite.   I would have given 5* if the place was open beyond mid night.....we had to move elsewhere to continue our chat....please do consider opening till late....some of us can really chat until the morning.... !!!,"{'name': ['chillax', 'Honey Beach Club', 'crab', 'collection', 'cocktails', 'food', 'Service', 'guy', 'place', 'ros paan', 'chat', 'opening', 'some', 'elsewhere', '5'], 'type': ['OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'LOCATION', 'NUMBER']}",0.5,4.6
NRosie,Harbour Court Restaurant,Staff need to be trained asap. Service is not up to standard as expected from a 5* hotel. There's a huge variety of yummy food but sometimes some food items are not fresh. Stale. Can be noticed. Desserts are yummy and good variety. Ambience is good. fresh flowers everywhere. Place needs to be a bit more clean. Not enough vegetarian items. Soups are good. Recommendable.,Date of stay: August 2017,Staff need to be trained asap. Service is not up to standard as expected from a 5* hotel. There's a huge variety of yummy food but sometimes some food items are not fresh. Stale. Can be noticed. Desserts are yummy and good variety. Ambience is good. fresh flowers everywhere. Place needs to be a bit more clean. Not enough vegetarian items. Soups are good. Recommendable.,"{'name': ['Staff', 'Service', 'standard', 'hotel', 'variety', 'variety', 'food', 'food items', 'Desserts', 'bit', 'items', 'Soups', 'everywhere', 'flowers', 'Place', 'Ambience', '5'], 'type': ['PERSON', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'NUMBER']}",0.0,7.6
worldtraveling718,Not what I have expected,"Nice and clean hotel centrally located, with easy access to the beach, however slow and impersonal service. I was really disappointed that while sick on holidays 5* hotel was unable to arrange for a DR. visit and had to go in a taxi to the Dr. office. No follow up form management, Good food, clean rooms, nice roof top bar. Would not consider this hotel for my next trip.",Date of stay: July 2017,"Nice and clean hotel centrally located, with easy access to the beach, however slow and impersonal service. I was really disappointed that while sick on holidays 5* hotel was unable to arrange for a DR. visit and had to go in a taxi to the Dr. office. No follow up form management, Good food, clean rooms, nice roof top bar. Would not consider this hotel for my next trip.","{'name': ['hotel', 'access', 'beach', 'service', 'hotel', 'DR', 'visit', 'taxi', 'bar', 'rooms', 'hotel', 'Dr.', 'trip', 'office', 'food', 'form management', 'Good', '5'], 'type': ['LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'PERSON', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'NUMBER']}",-0.4,2.4
r_g_reviews237,A very average 5* hotel...,"After a 5 hour journey from Hatton to Colombo, we checked into The Kingsbury at around 4:30pm. At check in, we were told one of the two rooms had been upgraded to a suite and that we had to wait 20 minutes so they could finish up in the room. The rooms were very basic and pretty small and after an hour of being in the room we were on the phone to the front desk making a complaint. The India cricket team (the second team/extras) were occupying 80% of the 2nd floor and noise levels were high and doors were left wide open so everyone could see/smell the mess that was made in their rooms. The hotel had zero power in this and instead we were moved to the 9th floor so the people on the 2nd could continue making noise.  Swimming pool/outdoor area was good. Loud music, good vibes!",Date of stay: August 2017,"After a 5 hour journey from Hatton to Colombo, we checked into The Kingsbury at around 4:30pm. At check in, we were told one of the two rooms had been upgraded to a suite and that we had to wait 20 minutes so they could finish up in the room. The rooms were very basic and pretty small and after an hour of being in the room we were on the phone to the front desk making a complaint. The India cricket team (the second team/extras) were occupying 80% of the 2nd floor and noise levels were high and doors were left wide open so everyone could see/smell the mess that was made in their rooms. The hotel had zero power in this and instead we were moved to the 9th floor so the people on the 2nd could continue making noise.  Swimming pool/outdoor area was good. Loud music, good vibes!","{'name': ['journey', 'Hatton', 'Colombo', 'The Kingsbury', 'one', 'cricket team', 'rooms', 'check', 'suite', 'room', 'room', 'complaint', 'floor', 'team', 'people', 'phone', 'desk', 'extras', 'noise levels', 'mess', 'floor', 'hotel', 'power', 'noise', 'rooms', 'doors', 'area', 'India', 'Swimming pool', 'music', 'vibes', 'rooms', '80%', 'everyone', '20', 'one', 'two', 'zero', '9', '5', '2', '2', '4', '80', '30'], 'type': ['EVENT', 'PERSON', 'LOCATION', 'PERSON', 'PERSON', 'ORGANIZATION', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'ORGANIZATION', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'ORGANIZATION', 'LOCATION', 'WORK_OF_ART', 'OTHER', 'LOCATION', 'OTHER', 'PERSON', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER']}",-0.2,4.5
